hgnc	Prediction
GGN	Cytoplasm
GGNBP2	Nucleus
GGPS1	Cytoplasm
GGT6	Cell_membrane
GGTLC1	Peroxisome
GGTLC2	Cytoplasm
GGTLC3	Cytoplasm
GH1	Extracellular
GH2	Extracellular
GHDC	Endoplasmic_reticulum
GHITM	Mitochondrion
GHR	Cell_membrane
GHRH	Extracellular
GHRHR	Cell_membrane
GHSR	Cell_membrane
GID4	Nucleus
GID8	Cytoplasm
GIGYF1	Cytoplasm
GIGYF2	Cytoplasm
GIMAP1	Endoplasmic_reticulum
GIMAP2	Endoplasmic_reticulum
GIMAP4	Cytoplasm
GIMAP5	Endoplasmic_reticulum
GIMAP6	Cytoplasm
GIMAP7	Cytoplasm
GIMAP8	Cytoplasm
GIMD1	Cytoplasm
GINM1	Cell_membrane
GINS1	Cytoplasm
GINS2	Cytoplasm
GINS3	Cytoplasm
GINS4	Cytoplasm
GIP	Extracellular
GIPC2	Nucleus
GIPC3	Cytoplasm
GIPR	Cell_membrane
GIT2	Nucleus
GJA1	Cell_membrane
GJA10	Cell_membrane
GJA3	Cell_membrane
GJA4	Cell_membrane
GJA5	Cell_membrane
GJA8	Cell_membrane
GJA9	Cell_membrane
GJB1	Cell_membrane
GJB2	Cell_membrane
GJB3	Cell_membrane
GJB4	Cell_membrane
GJB5	Cell_membrane
GJB6	Cell_membrane
GJB7	Cell_membrane
GJC1	Endoplasmic_reticulum
GJC2	Cell_membrane
GJC3	Cell_membrane
GJD2	Cell_membrane
GJD3	Cell_membrane
GJD4	Cell_membrane
GJE1	Endoplasmic_reticulum
GK2	Cytoplasm
GK3P	Peroxisome
GKAP1	Golgi_apparatus
GKN1	Extracellular
GKN2	Extracellular
GLA	Extracellular
GLB1L	Endoplasmic_reticulum
GLB1L2	Endoplasmic_reticulum
GLB1L3	Mitochondrion
GLCCI1	Cytoplasm
GLCE	Golgi_apparatus
GLDC	Mitochondrion
GLE1	Cytoplasm
GLG1	Golgi_apparatus
GLI1	Nucleus
GLI2	Nucleus
GLI3	Nucleus
GLI4	Nucleus
GLIPR1L1	Cell_membrane
GLIPR2	Golgi_apparatus
GLIS1	Nucleus
GLIS2	Nucleus
GLIS3	Nucleus
GLMN	Cytoplasm
GLMP	Lysosome/Vacuole
GLO1	Cytoplasm
GLOD4	Mitochondrion
GLOD5	Mitochondrion
GLP1R	Cell_membrane
GLP2R	Endoplasmic_reticulum
GLRA1	Cell_membrane
GLRA2	Cell_membrane
GLRA3	Cell_membrane
GLRA4	Cell_membrane
GLRB	Cell_membrane
GLRX	Cytoplasm
GLRX2	Mitochondrion
GLRX3	Cytoplasm
GLRX5	Mitochondrion
GLS	Mitochondrion
GLS2	Mitochondrion
GLT1D1	Mitochondrion
GLT8D1	Golgi_apparatus
GLT8D2	Golgi_apparatus
GLTP	Cytoplasm
GLTPD2	Golgi_apparatus
GLUD2	Mitochondrion
GLUL	Cytoplasm
GLYAT	Mitochondrion
GLYATL2	Cytoplasm
GLYATL3	Mitochondrion
GM2A	Extracellular
GMCL1	Cell_membrane
GMDS	Cytoplasm
GMEB1	Cytoplasm
GMEB2	Nucleus
GMFB	Nucleus
GMFG	Nucleus
GMIP	Cytoplasm
GML	Extracellular
GMNC	Nucleus
GMNN	Nucleus
GMPPA	Cytoplasm
GMPPB	Cytoplasm
GMPR	Cytoplasm
GMPS	Cytoplasm
GNA11	Cytoplasm
GNA14	Cell_membrane
GNAI3	Cell_membrane
GNAO1	Cell_membrane
GNAQ	Cytoplasm
GNAT1	Cytoplasm
GNAT2	Cytoplasm
GNAT3	Cytoplasm
GNAZ	Cell_membrane
GNB1	Cytoplasm
GNB1L	Cytoplasm
GNB3	Cytoplasm
GNB4	Cytoplasm
GNB5	Cytoplasm
GNE	Peroxisome
GNG10	Cell_membrane
GNG11	Cell_membrane
GNG12	Cell_membrane
GNG13	Cell_membrane
GNG14	Cytoplasm
GNG2	Cell_membrane
GNG3	Cell_membrane
GNG4	Cell_membrane
GNG5	Mitochondrion
GNG7	Cell_membrane
GNG8	Cell_membrane
GNGT1	Mitochondrion
GNGT2	Cell_membrane
GNL1	Nucleus
GNL2	Nucleus
GNL3	Nucleus
GNL3L	Nucleus
GNMT	Cytoplasm
GNPAT	Cytoplasm
GNPDA2	Cytoplasm
GNPNAT1	Cytoplasm
GNPTAB	Golgi_apparatus
GNPTG	Extracellular
GNRH1	Extracellular
GNRH2	Extracellular
GNS	Lysosome/Vacuole
GOLGA1	Golgi_apparatus
GOLGA3	Cytoplasm
GOLGA4	Golgi_apparatus
GOLGA5	Golgi_apparatus
GOLGA6A	Cytoplasm
GOLGA6B	Cytoplasm
GOLGA6C	Cytoplasm
GOLGA6D	Cytoplasm
GOLGA6L10	Cytoplasm
GOLGA6L4	Cytoplasm
GOLGA6L6	Nucleus
GOLGA6L9	Cytoplasm
GOLGA7	Golgi_apparatus
GOLGA7B	Cytoplasm
GOLGA8A	Golgi_apparatus
GOLGA8B	Golgi_apparatus
GOLGA8H	Golgi_apparatus
GOLGA8J	Golgi_apparatus
GOLGA8N	Golgi_apparatus
GOLGA8O	Golgi_apparatus
GOLGA8R	Golgi_apparatus
GOLGB1	Golgi_apparatus
GOLIM4	Golgi_apparatus
GOLM1	Golgi_apparatus
GOLPH3	Nucleus
GOLPH3L	Golgi_apparatus
GOLT1A	Golgi_apparatus
GOLT1B	Golgi_apparatus
GON4L	Nucleus
GON7	Nucleus
GOPC	Cytoplasm
GORASP2	Nucleus
GOSR1	Golgi_apparatus
GOT1L1	Cytoplasm
GOT2	Mitochondrion
GP1BA	Cell_membrane
GP2	Cell_membrane
GP5	Cell_membrane
GP6	Cell_membrane
GP9	Cell_membrane
GPA33	Cell_membrane
GPAA1	Endoplasmic_reticulum
GPALPP1	Nucleus
GPAM	Nucleus
GPANK1	Nucleus
GPAT3	Endoplasmic_reticulum
GPAT4	Endoplasmic_reticulum
GPATCH1	Nucleus
GPATCH2	Nucleus
GPATCH2L	Nucleus
GPATCH3	Nucleus
GPATCH8	Nucleus
GPBAR1	Cell_membrane
GPBP1	Nucleus
GPBP1L1	Cytoplasm
GPC2	Cell_membrane
GPC3	Cell_membrane
GPC5	Cell_membrane
GPC6	Cell_membrane
GPCPD1	Cytoplasm
GPD1	Cytoplasm
GPD1L	Cytoplasm
GPER1	Cell_membrane
GPHA2	Extracellular
GPHB5	Extracellular
GPHN	Cytoplasm
GPI	Peroxisome
GPKOW	Nucleus
GPLD1	Extracellular
GPM6A	Cell_membrane
GPM6B	Cell_membrane
GPN2	Cytoplasm
GPNMB	Cell_membrane
GPR1	Cell_membrane
GPR101	Cell_membrane
GPR108	Endoplasmic_reticulum
GPR119	Cell_membrane
GPR12	Cell_membrane
GPR132	Cell_membrane
GPR135	Cell_membrane
GPR137	Cell_membrane
GPR137B	Cell_membrane
GPR137C	Cell_membrane
GPR139	Cell_membrane
GPR141	Endoplasmic_reticulum
GPR142	Cell_membrane
GPR143	Cell_membrane
GPR146	Cell_membrane
GPR148	Cell_membrane
GPR149	Cell_membrane
GPR15	Cell_membrane
GPR150	Cell_membrane
GPR151	Cell_membrane
GPR152	Cell_membrane
GPR153	Cell_membrane
GPR155	Cell_membrane
GPR156	Cell_membrane
GPR157	Cell_membrane
GPR158	Cell_membrane
GPR160	Golgi_apparatus
GPR161	Cell_membrane
GPR17	Cell_membrane
GPR171	Cell_membrane
GPR173	Cell_membrane
GPR174	Cell_membrane
GPR176	Cell_membrane
GPR179	Cell_membrane
GPR18	Cell_membrane
GPR180	Endoplasmic_reticulum
GPR182	Cell_membrane
GPR183	Cell_membrane
GPR19	Cell_membrane
GPR20	Cell_membrane
GPR21	Cell_membrane
GPR22	Cell_membrane
GPR25	Cell_membrane
GPR26	Cell_membrane
GPR27	Cell_membrane
GPR3	Cell_membrane
GPR31	Cell_membrane
GPR32	Cell_membrane
GPR33	Cell_membrane
GPR34	Cell_membrane
GPR35	Cell_membrane
GPR37	Cell_membrane
GPR37L1	Cell_membrane
GPR39	Cell_membrane
GPR4	Cell_membrane
GPR42	Cell_membrane
GPR45	Cell_membrane
GPR50	Cell_membrane
GPR52	Cell_membrane
GPR55	Cell_membrane
GPR6	Cell_membrane
GPR61	Cell_membrane
GPR62	Cell_membrane
GPR63	Cell_membrane
GPR65	Cell_membrane
GPR68	Cell_membrane
GPR75	Cell_membrane
GPR78	Cell_membrane
GPR82	Cell_membrane
GPR83	Cell_membrane
GPR84	Cell_membrane
GPR85	Cell_membrane
GPR87	Cell_membrane
GPR88	Cell_membrane
GPR89B	Golgi_apparatus
GPRASP1	Cytoplasm
GPRASP2	Cytoplasm
GPRC5A	Cell_membrane
GPRC5B	Cell_membrane
GPRC5D	Cell_membrane
GPRC6A	Cell_membrane
GPRIN1	Cytoplasm
GPRIN2	Cytoplasm
GPRIN3	Nucleus
GPS1	Cytoplasm
GPS2	Nucleus
GPSM3	Cytoplasm
GPT	Cytoplasm
GPX5	Extracellular
GPX7	Extracellular
GPX8	Endoplasmic_reticulum
GRAMD1A	Cell_membrane
GRAMD1C	Endoplasmic_reticulum
GRAMD2A	Endoplasmic_reticulum
GRAP	Cytoplasm
GRAP2	Nucleus
GRAPL	Nucleus
GRASP	Nucleus
GRB2	Cytoplasm
GRB7	Cytoplasm
GREM1	Extracellular
GREM2	Extracellular
GRHL1	Nucleus
GRHL2	Nucleus
GRHPR	Mitochondrion
GRIA1	Cell_membrane
GRIA2	Cell_membrane
GRIA3	Cell_membrane
GRID1	Cell_membrane
GRID2	Cell_membrane
GRID2IP	Cytoplasm
GRIFIN	Cytoplasm
GRIK1	Cell_membrane
GRIK3	Cell_membrane
GRIK4	Cell_membrane
GRIK5	Cell_membrane
GRIN1	Cell_membrane
GRIN2A	Cell_membrane
GRIN2B	Cell_membrane
GRIN2C	Cell_membrane
GRIN2D	Cell_membrane
GRIN3A	Cell_membrane
GRIN3B	Cell_membrane
GRINA	Cell_membrane
GRK1	Cytoplasm
GRK2	Cytoplasm
GRK3	Cytoplasm
GRK5	Cytoplasm
GRM1	Cell_membrane
GRM2	Cell_membrane
GRM4	Cell_membrane
GRM5	Cell_membrane
GRM6	Cell_membrane
GRM7	Cell_membrane
GRP	Extracellular
GRPEL1	Mitochondrion
GRPEL2	Mitochondrion
GRPR	Cell_membrane
GRWD1	Nucleus
GRXCR1	Nucleus
GRXCR2	Nucleus
GSC	Nucleus
GSC2	Nucleus
GSDMA	Mitochondrion
GSDMC	Cytoplasm
GSDMD	Cytoplasm
GSE1	Nucleus
GSG1L2	Cell_membrane
GSK3A	Cytoplasm
GSK3B	Cytoplasm
GSKIP	Cytoplasm
GSPT1	Cytoplasm
GSPT2	Cytoplasm
GSS	Cytoplasm
GSTA1	Cytoplasm
GSTA2	Cytoplasm
GSTA3	Cytoplasm
GSTA4	Cytoplasm
GSTA5	Cytoplasm
GSTCD	Nucleus
GSTK1	Mitochondrion
GSTM1	Cytoplasm
GSTM3	Cytoplasm
GSTM4	Cytoplasm
GSTM5	Cytoplasm
GSTO2	Cytoplasm
GSTP1	Cytoplasm
GSTT1	Cytoplasm
GSTT2	Cytoplasm
GSTT2B	Cytoplasm
GSX1	Nucleus
GSX2	Nucleus
GTF2A1	Nucleus
GTF2A1L	Nucleus
GTF2A2	Cytoplasm
GTF2B	Cytoplasm
GTF2E1	Nucleus
GTF2E2	Nucleus
GTF2F1	Nucleus
GTF2F2	Nucleus
GTF2H1	Nucleus
GTF2H2	Nucleus
GTF2H2C	Nucleus
GTF2H2C_2	Nucleus
GTF2H3	Nucleus
GTF2H5	Nucleus
GTF2IRD1	Nucleus
GTF2IRD2B	Cytoplasm
GTF3A	Nucleus
GTF3C1	Nucleus
GTF3C2	Nucleus
GTF3C3	Nucleus
GTF3C4	Cytoplasm
GTF3C5	Nucleus
GTF3C6	Nucleus
GTPBP1	Cytoplasm
GTPBP10	Mitochondrion
GTPBP2	Cytoplasm
GTPBP3	Mitochondrion
GTPBP4	Nucleus
GTPBP8	Mitochondrion
GTSF1	Cytoplasm
GTSF1L	Nucleus
GUCA1A	Cytoplasm
GUCA1B	Cytoplasm
GUCA1C	Cytoplasm
GUCA2A	Extracellular
GUCA2B	Extracellular
GUCY1A2	Cytoplasm
GUCY1A3	Cytoplasm
GUCY1B3	Cytoplasm
GUCY2C	Cell_membrane
GUCY2D	Cell_membrane
GUCY2F	Cell_membrane
GUF1	Mitochondrion
GULP1	Cytoplasm
GUSB	Extracellular
GVQW2	Mitochondrion
GXYLT1	Golgi_apparatus
GXYLT2	Extracellular
GYG1	Cytoplasm
GYG2	Cytoplasm
GYPC	Cell_membrane
GYPE	Cell_membrane
GYS1	Cytoplasm
GYS2	Nucleus
GZF1	Nucleus
GZMB	Extracellular
GZMH	Extracellular
GZMK	Extracellular
GZMM	Extracellular
H1F0	Nucleus
H1FNT	Nucleus
H1FOO	Nucleus
H1FX	Nucleus
H2AFB1	Nucleus
H2AFB2	Nucleus
H2AFB3	Nucleus
H2AFX	Cytoplasm
H2AFY	Nucleus
H2AFY2	Nucleus
H2AFZ	Cytoplasm
H2BFM	Nucleus
H2BFS	Nucleus
H3F3A	Nucleus
H3F3B	Nucleus
H3F3C	Nucleus
H6PD	Extracellular
HAAO	Cytoplasm
HABP4	Cytoplasm
HACD2	Endoplasmic_reticulum
HACD3	Endoplasmic_reticulum
HACD4	Endoplasmic_reticulum
HACE1	Cytoplasm
HACL1	Peroxisome
HADH	Mitochondrion
HADHA	Mitochondrion
HADHB	Mitochondrion
HAL	Cytoplasm
HAMP	Extracellular
HAND1	Nucleus
HAND2	Nucleus
HAO1	Peroxisome
HAO2	Cytoplasm
HAP1	Nucleus
HAPLN1	Extracellular
HAPLN2	Extracellular
HAPLN3	Extracellular
HAPLN4	Extracellular
HARBI1	Cytoplasm
HARS	Cytoplasm
HARS2	Mitochondrion
HAS1	Endoplasmic_reticulum
HAS2	Endoplasmic_reticulum
HAS3	Endoplasmic_reticulum
HASPIN	Nucleus
HAUS1	Cytoplasm
HAUS3	Cytoplasm
HAUS5	Cytoplasm
HAUS6	Cytoplasm
HAUS7	Cytoplasm
HAUS8	Cytoplasm
HBA1	Cytoplasm
HBA2	Cytoplasm
HBB	Cytoplasm
HBD	Cytoplasm
HBE1	Peroxisome
HBEGF	Cell_membrane
HBG2	Peroxisome
HBM	Cytoplasm
HBP1	Nucleus
HBQ1	Mitochondrion
HBS1L	Nucleus
HBZ	Cytoplasm
HCAR1	Cell_membrane
HCAR2	Cell_membrane
HCAR3	Cell_membrane
HCCS	Mitochondrion
HCFC1	Cytoplasm
HCN1	Cell_membrane
HCN2	Cell_membrane
HCN3	Cell_membrane
HCN4	Cell_membrane
HCRT	Extracellular
HCRTR1	Cell_membrane
HCRTR2	Cell_membrane
HCST	Cell_membrane
HDAC1	Nucleus
HDAC10	Cytoplasm
HDAC2	Nucleus
HDAC3	Cytoplasm
HDAC5	Cytoplasm
HDAC8	Cytoplasm
HDC	Cytoplasm
HDDC2	Mitochondrion
HDDC3	Nucleus
HDGF	Nucleus
HDGFL1	Nucleus
HDGFL2	Nucleus
HDGFL3	Nucleus
HDHD2	Cytoplasm
HDHD3	Mitochondrion
HDHD5	Mitochondrion
HEATR1	Cytoplasm
HEATR3	Nucleus
HEATR4	Mitochondrion
HEATR5B	Peroxisome
HEATR6	Cytoplasm
HEBP1	Cytoplasm
HEBP2	Cytoplasm
HECA	Nucleus
HECTD2	Cytoplasm
HECW1	Cytoplasm
HELB	Nucleus
HELQ	Nucleus
HELT	Nucleus
HELZ	Cytoplasm
HELZ2	Cytoplasm
HEMGN	Nucleus
HEMK1	Mitochondrion
HENMT1	Cytoplasm
HEPACAM	Cell_membrane
HEPACAM2	Cell_membrane
HEPH	Cell_membrane
HEPHL1	Cell_membrane
HEPN1	Cytoplasm
HERC1	Cytoplasm
HERC2	Cytoplasm
HERC5	Cytoplasm
HERC6	Cytoplasm
HERPUD2	Endoplasmic_reticulum
HES1	Nucleus
HES3	Nucleus
HES4	Nucleus
HES5	Nucleus
HES6	Nucleus
HES7	Nucleus
HESX1	Nucleus
HEXDC	Cytoplasm
HEXIM1	Nucleus
HEXIM2	Nucleus
HEY1	Nucleus
HEY2	Nucleus
HEYL	Nucleus
HFE2	Cell_membrane
HGD	Cytoplasm
HGF	Extracellular
HGFAC	Extracellular
HGH1	Cytoplasm
HGNC:18790	Endoplasmic_reticulum
HGNC:24955	Cell_membrane
HHATL	Endoplasmic_reticulum
HHEX	Nucleus
HHIPL1	Extracellular
HHIPL2	Extracellular
HHLA2	Cell_membrane
HHLA3	Mitochondrion
HIBADH	Mitochondrion
HIBCH	Mitochondrion
HIC1	Nucleus
HIC2	Nucleus
HID1	Cytoplasm
HIF1A	Nucleus
HIF1AN	Cytoplasm
HIF3A	Nucleus
HIGD1A	Mitochondrion
HIGD1B	Mitochondrion
HIGD1C	Mitochondrion
HIGD2A	Mitochondrion
HIGD2B	Mitochondrion
HIKESHI	Cytoplasm
HILPDA	Extracellular
HINFP	Nucleus
HINT1	Cytoplasm
HINT2	Mitochondrion
HINT3	Cytoplasm
HIP1	Cytoplasm
HIP1R	Cytoplasm
HIPK2	Nucleus
HIPK3	Nucleus
HIPK4	Cytoplasm
HIRIP3	Nucleus
HIST1H1A	Nucleus
HIST1H1B	Nucleus
HIST1H1C	Nucleus
HIST1H1D	Nucleus
HIST1H1E	Nucleus
HIST1H1T	Nucleus
HIST1H2AA	Nucleus
HIST1H2AB	Cytoplasm
HIST1H2AC	Nucleus
HIST1H2AD	Cytoplasm
HIST1H2AE	Cytoplasm
HIST1H2AG	Cytoplasm
HIST1H2AH	Cytoplasm
HIST1H2AI	Cytoplasm
HIST1H2AJ	Cytoplasm
HIST1H2AK	Cytoplasm
HIST1H2AL	Cytoplasm
HIST1H2AM	Cytoplasm
HIST1H2BA	Cytoplasm
HIST1H2BB	Cytoplasm
HIST1H2BC	Nucleus
HIST1H2BD	Nucleus
HIST1H2BE	Nucleus
HIST1H2BF	Nucleus
HIST1H2BG	Nucleus
HIST1H2BH	Nucleus
HIST1H2BI	Nucleus
HIST1H2BJ	Nucleus
HIST1H2BK	Nucleus
HIST1H2BL	Cytoplasm
HIST1H2BM	Cytoplasm
HIST1H2BN	Nucleus
HIST1H2BO	Nucleus
HIST1H3A	Nucleus
HIST1H3B	Nucleus
HIST1H3C	Nucleus
HIST1H3D	Nucleus
HIST1H3E	Nucleus
HIST1H3F	Nucleus
HIST1H3G	Nucleus
HIST1H3H	Nucleus
HIST1H3I	Nucleus
HIST1H3J	Nucleus
HIST1H4A	Nucleus
HIST1H4B	Nucleus
HIST1H4C	Nucleus
HIST1H4D	Nucleus
HIST1H4E	Nucleus
HIST1H4F	Nucleus
HIST1H4G	Cytoplasm
HIST1H4H	Nucleus
HIST1H4I	Nucleus
HIST1H4J	Nucleus
HIST1H4K	Nucleus
HIST1H4L	Nucleus
HIST2H2AA3	Nucleus
HIST2H2AA4	Nucleus
HIST2H2AB	Cytoplasm
HIST2H2AC	Nucleus
HIST2H2BE	Nucleus
HIST2H2BF	Cytoplasm
HIST2H3A	Nucleus
HIST2H3C	Nucleus
HIST2H3D	Nucleus
HIST2H4A	Nucleus
HIST2H4B	Nucleus
HIST3H2A	Nucleus
HIST3H2BB	Nucleus
HIST3H3	Nucleus
HIST4H4	Nucleus
HIVEP2	Nucleus
HIVEP3	Nucleus
HJURP	Nucleus
HK1	Cytoplasm
HK2	Cytoplasm
HK3	Cytoplasm
HKR1	Nucleus
HLA-A	Cell_membrane
HLA-B	Cell_membrane
HLA-C	Cell_membrane
HLA-DMB	Cell_membrane
HLA-DOA	Endoplasmic_reticulum
HLA-DOB	Cell_membrane
HLA-DPA1	Endoplasmic_reticulum
HLA-DPB1	Cell_membrane
HLA-DQA1	Cell_membrane
HLA-DQA2	Endoplasmic_reticulum
HLA-DQB1	Endoplasmic_reticulum
HLA-DRA	Endoplasmic_reticulum
HLA-DRB1	Cell_membrane
HLA-DRB3	Cell_membrane
HLA-DRB4	Cell_membrane
HLA-DRB5	Cell_membrane
HLA-E	Cell_membrane
HLA-F	Cell_membrane
HLCS	Cytoplasm
HLF	Nucleus
HLTF	Nucleus
HLX	Nucleus
HM13	Cell_membrane
HMBOX1	Nucleus
HMCES	Nucleus
HMCN2	Extracellular
HMG20A	Nucleus
HMGA1	Nucleus
HMGA2	Nucleus
HMGB1	Nucleus
HMGB2	Nucleus
HMGB3	Nucleus
HMGB4	Nucleus
HMGCL	Mitochondrion
HMGCR	Cell_membrane
HMGCS1	Cytoplasm
HMGCS2	Mitochondrion
HMGN1	Nucleus
HMGN2	Nucleus
HMGN3	Nucleus
HMGN4	Nucleus
HMGN5	Nucleus
HMGXB3	Nucleus
HMGXB4	Nucleus
HMHB1	Nucleus
HMOX1	Endoplasmic_reticulum
HMOX2	Endoplasmic_reticulum
HMX1	Nucleus
HMX2	Nucleus
HMX3	Nucleus
HNF1B	Nucleus
HNF4A	Nucleus
HNF4G	Nucleus
HNRNPA0	Nucleus
HNRNPA1	Nucleus
HNRNPA1L2	Nucleus
HNRNPA2B1	Nucleus
HNRNPA3	Nucleus
HNRNPC	Nucleus
HNRNPCL1	Nucleus
HNRNPCL2	Nucleus
HNRNPCL3	Nucleus
HNRNPCL4	Nucleus
HNRNPD	Nucleus
HNRNPDL	Nucleus
HNRNPF	Cytoplasm
HNRNPH1	Nucleus
HNRNPH2	Nucleus
HNRNPH3	Nucleus
HNRNPL	Nucleus
HNRNPLL	Nucleus
HNRNPM	Nucleus
HNRNPR	Nucleus
HNRNPU	Nucleus
HNRNPUL1	Nucleus
HNRNPUL2	Nucleus
HOGA1	Mitochondrion
HOMER2	Cytoplasm
HOMEZ	Nucleus
HOOK1	Cytoplasm
HOOK2	Cytoplasm
HOOK3	Cytoplasm
HORMAD2	Nucleus
HOXA10	Nucleus
HOXA11	Nucleus
HOXA13	Nucleus
HOXA2	Nucleus
HOXA3	Nucleus
HOXA4	Nucleus
HOXA5	Nucleus
HOXA6	Nucleus
HOXA7	Nucleus
HOXA9	Nucleus
HOXB1	Nucleus
HOXB13	Nucleus
HOXB2	Nucleus
HOXB3	Nucleus
HOXB4	Nucleus
HOXB5	Nucleus
HOXB7	Nucleus
HOXB8	Nucleus
HOXB9	Nucleus
HOXC10	Nucleus
HOXC11	Nucleus
HOXC12	Nucleus
HOXC13	Nucleus
HOXC4	Nucleus
HOXC5	Nucleus
HOXC6	Nucleus
HOXC8	Nucleus
HOXC9	Nucleus
HOXD1	Nucleus
HOXD10	Nucleus
HOXD11	Nucleus
HOXD12	Nucleus
HOXD13	Nucleus
HOXD3	Nucleus
HOXD4	Nucleus
HOXD9	Nucleus
HP	Extracellular
HP1BP3	Nucleus
HPCA	Cytoplasm
HPCAL1	Cytoplasm
HPCAL4	Cytoplasm
HPDL	Mitochondrion
HPF1	Nucleus
HPGD	Cytoplasm
HPGDS	Cytoplasm
HPN	Lysosome/Vacuole
HPR	Extracellular
HPRT1	Cytoplasm
HPS3	Cytoplasm
HPS4	Cytoplasm
HPS5	Cytoplasm
HPS6	Mitochondrion
HPSE2	Extracellular
HPX	Extracellular
HR	Cytoplasm
HRASLS2	Mitochondrion
HRASLS5	Cytoplasm
HRC	Extracellular
HRCT1	Extracellular
HRG	Extracellular
HRH1	Cell_membrane
HRH2	Cell_membrane
HRH3	Cell_membrane
HRH4	Cell_membrane
HRK	Mitochondrion
HRNR	Cytoplasm
HS1BP3	Nucleus
HS3ST1	Extracellular
HS3ST2	Golgi_apparatus
HS3ST3A1	Golgi_apparatus
HS3ST3B1	Golgi_apparatus
HS3ST4	Golgi_apparatus
HS3ST5	Golgi_apparatus
HS3ST6	Extracellular
HS6ST3	Endoplasmic_reticulum
HSBP1	Cytoplasm
HSBP1L1	Cytoplasm
HSCB	Mitochondrion
HSD11B1	Endoplasmic_reticulum
HSD11B2	Endoplasmic_reticulum
HSD17B1	Mitochondrion
HSD17B10	Mitochondrion
HSD17B12	Endoplasmic_reticulum
HSD17B13	Endoplasmic_reticulum
HSD17B14	Cytoplasm
HSD17B2	Endoplasmic_reticulum
HSD17B3	Endoplasmic_reticulum
HSD17B4	Peroxisome
HSD17B6	Endoplasmic_reticulum
HSD17B7	Mitochondrion
HSD17B8	Mitochondrion
HSD3B1	Mitochondrion
HSDL1	Mitochondrion
HSDL2	Peroxisome
HSF1	Cytoplasm
HSF2	Nucleus
HSF2BP	Cytoplasm
HSF4	Nucleus
HSFX1	Nucleus
HSFX2	Nucleus
HSFX3	Nucleus
HSFX4	Nucleus
HSFY1	Nucleus
HSFY2	Nucleus
HSH2D	Nucleus
HSP90AA1	Nucleus
HSP90AB1	Cytoplasm
HSP90B1	Endoplasmic_reticulum
HSPA12A	Cytoplasm
HSPA12B	Cytoplasm
HSPA13	Endoplasmic_reticulum
HSPA14	Cytoplasm
HSPA1A	Cytoplasm
HSPA1B	Cytoplasm
HSPA1L	Cytoplasm
HSPA2	Cytoplasm
HSPA4	Cytoplasm
HSPA4L	Cytoplasm
HSPA5	Endoplasmic_reticulum
HSPA6	Cytoplasm
HSPA8	Cytoplasm
HSPA9	Mitochondrion
HSPB1	Mitochondrion
HSPB11	Nucleus
HSPB2	Cytoplasm
HSPB3	Cytoplasm
HSPB6	Cytoplasm
HSPB7	Nucleus
HSPB9	Cytoplasm
HSPBAP1	Cytoplasm
HSPD1	Mitochondrion
HSPE1	Mitochondrion
HSPG2	Extracellular
HSPH1	Cytoplasm
HTATSF1	Nucleus
HTD2	Mitochondrion
HTN1	Extracellular
HTN3	Extracellular
HTR1A	Cell_membrane
HTR1B	Cell_membrane
HTR1D	Cell_membrane
HTR1E	Cell_membrane
HTR1F	Cell_membrane
HTR2A	Cell_membrane
HTR2B	Cell_membrane
HTR3A	Cell_membrane
HTR3C	Cell_membrane
HTR3D	Cell_membrane
HTR3E	Cell_membrane
HTR4	Cell_membrane
HTR5A	Cell_membrane
HTR6	Cell_membrane
HTR7	Cell_membrane
HTRA1	Extracellular
HTRA2	Mitochondrion
HTRA3	Extracellular
HTRA4	Extracellular
HTT	Cytoplasm
HUNK	Cytoplasm
HUS1B	Mitochondrion
HUWE1	Cytoplasm
HVCN1	Endoplasmic_reticulum
HYAL2	Cell_membrane
HYAL4	Cell_membrane
HYDIN	Cytoplasm
HYKK	Cytoplasm
HYLS1	Nucleus
HYPK	Nucleus
HYPM	Nucleus
IAPP	Extracellular
IARS	Cytoplasm
IARS2	Mitochondrion
IBA57	Mitochondrion
IBSP	Extracellular
ICA1	Cytoplasm
ICAM1	Cell_membrane
ICAM2	Cell_membrane
ICAM3	Cell_membrane
ICAM5	Cell_membrane
ICE1	Cytoplasm
ICMT	Endoplasmic_reticulum
ICOS	Cell_membrane
ICOSLG	Cell_membrane
ID1	Cytoplasm
ID2	Nucleus
ID3	Mitochondrion
ID4	Cytoplasm
IDH1	Cytoplasm
IDH3B	Mitochondrion
IDH3G	Mitochondrion
IDI2	Cytoplasm
IDO1	Cytoplasm
IDO2	Cytoplasm
IDS	Extracellular
IDUA	Extracellular
IER2	Nucleus
IER3	Nucleus
IER3IP1	Endoplasmic_reticulum
IER5	Nucleus
IER5L	Nucleus
IFFO2	Cytoplasm
IFI16	Nucleus
IFI27L1	Mitochondrion
IFI27L2	Mitochondrion
IFI30	Extracellular
IFI35	Cytoplasm
IFI44	Cytoplasm
IFI44L	Cytoplasm
IFI6	Extracellular
IFIT1	Cytoplasm
IFIT1B	Cytoplasm
IFIT2	Cytoplasm
IFIT3	Cytoplasm
IFIT5	Cytoplasm
IFITM1	Cell_membrane
IFITM10	Cell_membrane
IFITM2	Cell_membrane
IFITM3	Cell_membrane
IFITM5	Cell_membrane
IFNA1	Extracellular
IFNA10	Extracellular
IFNA13	Extracellular
IFNA14	Extracellular
